citing_ut	cited_ut
000245416500021	A1997XJ13100004
A1984TV03200008	A1980JY61800014
000352554500001	000260586500002
000249622700011	000221049200002
000271899800006	000185271200004
000265132900006	000186733400045
000224701900004	A1988P849800003
000307320400008	000261431900002
000333402000040	000295787100003
000348463300003	000268303600003
000179130600003	A1990CR89300021
000332905100008	000228397300019
000371416000020	000255316700006
000441178600008	000308527000018
000262594000002	000256632000047
000166459400006	A1991GK86900113
000387098700004	000167333100008
000428702500002	000392955200005
000459456700016	000398960000002
A1988N333400030	A1980JU55000001
000304333400008	A1993MD45000001
000302722800043	A1995RL49500017
000311409300012	000285786000003
000441492600076	000334636700004
A1993LY49800004	A1992HJ94400058
000335109900002	000270647500019
000247419800002	000083848700019
A1984TM95300015	A1983QJ42200007
000232675100008	000187158800010
000282487300006	000257868300005
000327346800008	A1986F162700021
A1992HB89000003	A1989AF55800028
000220806900015	000166834500026
000088077500005	A1992HU12200056
000240758600009	A1996TV84400005
000449627800008	000226348100002
A1995QU70400008	A1991FB41300002
000260981000010	000248890700030
000278978800024	000086622100003
000489500000001	000303496300002
000298301200013	000175588600022
000307698700006	000289774700011
000357393300010	A1996TT55800026
000296100900001	A1996TM98600002
000404125100003	000330950900011
000423749700011	000298033000049
000308968000016	000282633400015
000496874700004	000083754200013
000487122600007	000418811600003
000323808600015	000311409300003
000358742500010	000290529100029
000306698400005	A1995TL69500019
000459951700008	000306293200008
000276579900013	000081833200005
000358666800006	000238143900017
000393907600017	000250362000018
000310495600032	000272394400062
000354394900009	A1991GV06900005
000242852100010	000224640100006
000450602900004	000379957400008
000079474200002	A1984TN45900005
000244822500010	000180426800044
000372302600016	A1987L675400008
000464927800009	000089933800013
000460242100077	000337038600021
000452360800018	000171152500007
000501728500003	000253567900037
000468368600001	000362454900008
000249917600008	000171168200014
000302722800028	000284002100017
A1992HY05300074	A1991GU96700019
000291995600003	000262350300018
000282691000005	A1988P434900058
000348083700026	000241296700021
000451952800001	000355275100001
000399181800001	000275237200005
000249195000010	000236863200005
000267421700001	000165418200039
000082516100016	A1991GR56400048
000262525700016	000233027700008
000249727400001	000228702900024
000310742500006	000071052900026
000388360200006	000271361400010
000300656800014	000274347800051
000254683000008	A1993LZ74600001
000428400500002	000180546200012
000289435500001	000244822500008
000464473400005	000435094300001
000254995600003	A1990DJ50100039
000408355800032	A1980JM62000021
000256392800012	000243569500007
000260459800011	000246265200009
000258666100010	A1991FA14000027
000376244600010	000331654600007
000461360700006	000302722800028
000225468200012	A1993LQ30300001
000087896600013	000077191200064
000402220700006	000086375200003
000449449100077	000433289100005
000405674500001	000180426800044
000359450800002	000329281800014
000459172700014	A1996TZ66300022
000419364600005	A1994QG09700009
000174598500009	000077877700013
A1996UU11800009	A1989AG42200006
000404123900020	A1995TE20400018
000434235200005	000316017500001
000285478400015	000230671800025
000322579700004	000299862000002
000372876600001	A1996UB11600004
000360582700004	000276372500003
000223554600023	000170346000068
000252240300006	000078948700008
000084725400006	A1989AQ09400007
000089457300006	A1995RD83800003
000286367400007	000087760400002
A1997YF82800010	A1990ED16700008
000384415700008	000088415900005
000168294900014	000073883400035
000278308100004	000183865300002
000423005200002	000302722800017
000279207900002	000220739000021
000359044000002	000081239700005
000414603400001	000241157400016
000292525000003	000229286000006
000449927700001	000406945500001
000241330800009	A1993MK70500003
000168236800002	A1983RC29900014
000448094200002	000303348800031
000267230500051	000250631900011
000247141700010	000237272000017
000286088700013	000277830200009
000266150000020	A1997WL78900001
000471087400027	000375518400032
000474442000002	000344064100010
000245901500024	000224039500040
000284441800014	000167271700001
000397949500011	A1995QB72400002
000316651200013	A1996VD35100012
000461402300025	000270659300028
000316575800006	000232719300005
000087728300001	A1989T658800013
000371232600006	000231165500043
000402414700012	000382449700008
000442712600025	000351598700009
000330626900004	A1985ARH6900029
000455485100026	000277955700038
000306159800028	000176766400001
000464519600008	000412619800019
000174932400020	A1995RP74800069
000294773100017	000260969200030
000347762500011	000261956100013
A1995TM20900016	A1993LL13200014
000498773900001	000358124100035
000469847200023	000188791900010
000330833500020	000295641600009
000321510200024	000256743500004
000252671100018	000167333200001
000353291200004	000174657300001
000188774900018	A1990DL16200014
000179946400008	A1993KH98900003
000249917600010	A1997XZ49800006
000274342000022	A1995QZ09200005
000336219900006	000298756900005
A1996TT88500002	A1993MN41200058
000445212100013	000081403500014
000249935400003	000238699800006
000374450900005	000302277700005
000343402200005	000287745200008
000258064100008	A1996VL76500020
000233037000008	000180494100006
000281982700003	A1982NG05200011
000310381700007	000074867800007
000496872400001	000299468900009
000426258800014	000376244600001
000287550300002	000266707500002
000079474200004	A1990EN65200002
000169170900006	000081302800004
000422959300005	000244822500009
000314683000022	000276482200013
000511828600001	000085366700033
000431706500005	000270174800011
000380905100006	000281026500002
000275225200010	A1994NC62800010
000394655600001	000364451400001
000357526600011	000247311700011
000371799900010	000188791900010
000220561100004	A1980KA92300006
000247437000005	000165956000014
000317263900029	A1996VX95400007
000415631100004	000346153200007
A1994NG39300009	A1992JF85600006
000235547400024	000075779100005
000224374000007	000071978500003
000082360900005	000082360900004
000394183300015	000292723100002
000432551900019	000291995600015
000380016800008	A1996VZ68900028
000298139700008	A1997XK01100002
000221933000021	000073810200009
000321057000007	000247894900014
000281126700024	000246371100057
000344837400016	000299037500003
000308351800005	000083924700014
000323732100010	000250978500025
000485001300009	000289703400023
000374839900007	000354390600070
000271902900010	A1994NG10200001
000185125600037	000081587000006
000381768400031	000260586500001
000340302100042	000328320300015
000168676500009	A1992JE74700019
000302722800049	A1982NT39200005
000401268500015	000181135200001
000319646100002	A1995TD88800012
000500258200007	000404631000003
A1997XH10400004	A1996TV84400017
000503756500001	000379626200018
000254101900030	000227762000021
000266242000009	A1997YB81900016
000276288200003	A1992HV53000003
000311272300040	A1996UJ10000001
000321628400006	000248489100003
000344556900013	000224132000006
000296395600001	000255310300016
000325810900077	000242724500029
000347620800001	A1997XQ63800003
A1988L953300003	A1980KE22000034
000485735400014	000271944800028
000371594900005	000178762000002
000073363300011	A1994NU12800058
000229286000006	000170606200019
000184836100005	000173610300008
000358545000001	000272462200005
000248046200001	000178237800008
000430309200030	000331794600001
000292592400007	A1995TU14500023
000414883000016	000301092400034
000377585700002	A1997XB49300003
000383590500002	000292424100006
000436558500037	000082269000005
000491182800002	000332225000012
000261301600037	000238712400006
000307269300019	000179690700001
000228064700001	A1993LF15600014
000335671800010	000290590000010
000396051700011	000222213000031
000518530200020	000353595500014
000509706200001	000271828700022
000221107900021	A1994NU23200009
000348893300006	000170930300006
000424890900013	A1991FJ36500003
000304241400003	000177823000002
000239385900001	000078056000074
000242146300014	000226798800009
000280245300005	000230450100008
000348763100010	000302722800002
000311146900026	000187006100002
000459172700014	A1982PT78800014
A1995RM50800007	A1992KB60300081
000435605300001	000332374100015
000359869300009	000339799100002
000221265100001	000074512100012
000238805700005	000181948300001
000457358000004	000084204100006
000377228800014	000232719300005
000500224700001	000082431300013
000186840600006	A1985APC2100018
000317909600048	000310273500003
000464040500010	000260017400004
000412377800003	A1980KW75000013
000457358000246	000179363400004
000484523300001	000340255900001
000472138000004	000448567300049
000282609800001	A1997XW48700001
000229741900009	A1994PC43900005
A1992HZ08300018	A1986A832900030
000390494900014	000289301900005
000403972700002	000331251000003
000468872500001	000254353200015
000448679500004	000277357100028
000439700800025	000245591100009
000253880800001	A1995TA83300002
000249779000006	000075404300011
000333546700004	000082633300008
000324352900001	000264900200001
000493128900001	000465662100001
000464652400024	000347915300028
000446255400017	000181769500014
000285566400005	A1996UW35200056
000228059000007	000222311500007
000241291500019	A1997WE81000008
000276021700001	000078090900013
000417850800007	000237422200001
000431037000001	000413385400015
A1993LT16400002	A1987K619700006
000325306300014	000072166600003
000393248700008	000186735700020
000390319900001	000186731400004
000462692000009	000264226300007
000265907000017	A1985AFX8700004
000312386800038	000227039200041
000281239100006	A1996VW79800014
A1992HJ13900009	A1985AQX1100003
000355607100006	000240576200004
000221351800013	000180255000020
000270564200003	000234802000001
000280568300018	000084731300025
000168762600005	A1990CZ96700001
A1991FC95600006	A1987H601900001
000260660000011	000233078000027
000295061000012	000081655400007
000262877400024	000236674300011
000250937800019	000222223100007
000249323000003	A1987G493200019
000239640800012	000187635200021
000296068200022	000183865300002
000419090800017	000280267600003
000381088700009	000293314900012
000313059000006	000282091100021
000345762000002	000333752800015
000388776700016	A1990FA20700002
000399658100002	000297974500006
000285068400019	000260118100022
000181488500007	A1986E483900027
